year,country,region,latitude,longitude,date,remote_sale,salesman_position,product_type,product_subtype,number_of_sales,distance_travelled_in_KM,sales_amount_in_dollars,unit_price
2012,Thailand,Southeast Asia,6.296389,101.72833299999999,2012-8-21,NO,junior,semiconductors,used,372,1996.721672706651,47156.40487182602,126.76452922533876
2012,Turkey,Middle East & North Africa,37.303442,44.57696,2012-8-22,NO,junior,semiconductors,standard,506,1992.230605815999,95270.83035554294,188.28227342992676
2012,Russia,Eastern Europe,43.161126,45.195861,2012-8-27,NO,junior,gold,used,496,2015.47459997222,59687.54386446272,120.33779004932
2012,Thailand,Southeast Asia,6.201667,101.841667,2012-8-28,NO,junior,semiconductors,standard,520,1983.386622172005,102368.05423480607,196.86164275924244
2012,India,South Asia,22.356111,81.54083299999999,2012-8-29,NO,junior,automotive,standard,485,2012.0202036098408,68115.80170200244,140.44495196289162
2012,India,South Asia,18.855598,82.73616700000001,2012-9-1,NO,junior,automotive,used,561,2013.3651072128114,82681.75357422893,147.38280494514962
2012,India,South Asia,26.147221,91.735653,2012-9-8,YES,junior,energy,premium,615,0.0,114101.17295704264,185.53036253177666
2012,Nigeria,Sub-Saharan Africa,10.637108999999999,10.08073,2012-9-10,NO,junior,energy,used,611,1983.5181468969745,94010.72682159509,153.86371001897723
2012,India,South Asia,24.871535,86.20710600000001,2012-9-19,NO,senior,energy,premium,584,1991.958266557559,69962.90625750189,119.79949701627037
2012,Thailand,Southeast Asia,6.701389,101.6175,2012-9-21,NO,junior,semiconductors,standard,359,2044.148367685574,45996.73204224767,128.12460178899073
2012,Nigeria,Sub-Saharan Africa,10.30982,9.845172,2012-9-23,NO,junior,energy,used,657,2027.6569920652096,104905.95887334943,159.6742144191011
2012,India,South Asia,26.980228999999998,94.630088,2012-9-24,NO,senior,automotive,premium,409,1983.5093847396251,66713.51782255966,163.11373550748084
2012,India,South Asia,22.595741,88.26368199999999,2012-9-26,NO,junior,energy,premium,281,2011.287498256908,39267.928631265815,139.74351826073243
2012,Nigeria,Sub-Saharan Africa,11.08192,7.715955999999999,2012-9-30,YES,junior,semiconductors,standard,597,0.0,83074.06104521446,139.15253106401082
2012,Nigeria,Sub-Saharan Africa,5.532462000000001,5.898714,2012-9-30,NO,VP,energy,standard,472,1999.2603011285883,68936.89336330633,146.05274017649646
2012,Turkey,Middle East & North Africa,39.105825,39.545517,2012-10-11,NO,senior,semiconductors,premium,635,2001.3494984612344,116663.00480506383,183.72126740954934
2012,Turkey,Middle East & North Africa,37.321163,40.724477,2012-10-15,NO,senior,semiconductors,premium,419,2015.371095394348,84362.07679916367,201.3414720743763
2012,India,South Asia,24.442975,84.394202,2012-10-18,YES,VP,gold,standard,548,0.0,99612.66075869692,181.7749283917827
2012,India,South Asia,34.08352,74.797838,2012-10-19,NO,junior,energy,standard,471,1989.552447768771,34496.37053724764,73.24070177759583
2012,Nigeria,Sub-Saharan Africa,11.089722,13.688376000000002,2012-10-19,NO,junior,automotive,used,550,2019.9668378782405,75986.75335694416,138.15773337626212
2012,Thailand,Southeast Asia,6.5277959999999995,101.68865500000001,2012-10-21,YES,senior,automotive,premium,471,0.0,63690.812175313455,135.22465430002856
2012,Russia,Eastern Europe,43.144985,44.709719,2012-10-23,NO,lead,energy,used,475,1987.302448710354,48678.18474000807,102.48038892633278
2012,Nigeria,Sub-Saharan Africa,10.516667,7.433333,2012-10-28,NO,lead,semiconductors,used,331,1987.692309964392,43181.58801829094,130.45796984377927
2012,India,South Asia,9.877102,78.113679,2012-10-30,NO,senior,semiconductors,used,538,1996.3865605275903,63998.57803652526,118.95646475190568
2012,Nigeria,Sub-Saharan Africa,9.636567999999999,8.761115,2012-11-1,NO,junior,energy,used,453,1984.107305239187,63566.87853872597,140.32423518482554
2012,Turkey,Middle East & North Africa,37.303442,44.57696,2012-11-4,NO,senior,automotive,standard,616,2027.9798026971378,110830.34506760446,179.91939134351372
2012,Russia,Eastern Europe,42.81661,47.116757,2012-11-7,YES,VP,semiconductors,used,527,0.0,75408.60018303712,143.0903229279642
2012,Russia,Eastern Europe,42.612812,47.612101,2012-11-8,YES,lead,semiconductors,premium,370,0.0,50791.283156422134,137.27373826060037
2012,Nigeria,Sub-Saharan Africa,11.853127,9.971212,2012-11-11,NO,junior,gold,standard,578,2008.0103240294766,99696.20572917286,172.48478499856895
2012,Thailand,Southeast Asia,6.542378,101.28315699999999,2012-11-17,NO,VP,energy,standard,481,2009.6879009095496,104449.33065369136,217.1503755793999
2012,Thailand,Southeast Asia,6.394829,101.51764200000001,2012-11-18,YES,senior,energy,premium,561,0.0,87371.8220416017,155.74299829162513
2012,Russia,Eastern Europe,42.686758000000005,46.871187,2012-11-21,YES,junior,automotive,standard,543,0.0,98725.03055359883,181.81405258489656
2012,Nigeria,Sub-Saharan Africa,10.816635,7.566661,2012-11-25,NO,junior,automotive,used,598,1999.7518372554714,108470.36118385644,181.38856385260274
2012,Nigeria,Sub-Saharan Africa,10.816635,7.566661,2012-11-25,NO,junior,energy,used,545,2008.092879571055,88158.73167091615,161.7591406805801
2012,Thailand,Southeast Asia,6.609877,101.667211,2012-11-30,NO,lead,gold,used,296,1989.9813388294544,50612.323487387315,170.98757934928148
2012,Thailand,Southeast Asia,6.296119999999999,101.728127,2012-12-11,NO,junior,automotive,used,528,2011.0921202785325,46817.0764557903,88.66870540869375
2012,Thailand,Southeast Asia,6.201667,101.841667,2012-12-17,NO,junior,semiconductors,used,471,2004.9628867058118,91718.87443222218,194.7322174781787
2012,Nigeria,Sub-Saharan Africa,11.999005,8.516508,2012-12-22,NO,junior,automotive,used,413,2019.5952494005767,63510.4398259467,153.7783046633092
2012,Nigeria,Sub-Saharan Africa,11.708960000000001,11.06997,2012-12-25,NO,junior,energy,used,461,1976.864451778699,69224.72918397236,150.16210235135003
2012,Nigeria,Sub-Saharan Africa,11.999005,8.516508,2012-12-26,NO,senior,semiconductors,standard,485,2045.2367994671677,59707.50238262208,123.10825233530325
2013,Nigeria,Sub-Saharan Africa,9.824977,12.624779,2013-1-3,YES,lead,semiconductors,standard,482,0.0,70112.46957049999,145.46155512551866
2013,Thailand,Southeast Asia,6.702667999999999,101.43230600000001,2013-1-4,YES,senior,semiconductors,standard,431,0.0,74550.0304822545,172.96990831149535
2013,Turkey,Middle East & North Africa,37.298986,43.671515,2013-1-7,NO,junior,automotive,standard,360,1979.0497557482872,43209.10399550746,120.0252888764096
2013,India,South Asia,26.465235999999997,94.056752,2013-1-9,NO,junior,semiconductors,standard,414,1999.0204239677132,84910.74984908909,205.09842958717172
2013,Thailand,Southeast Asia,6.793731,101.280722,2013-1-11,NO,junior,energy,used,700,2036.377689917208,91727.7888063837,131.03969829483387
2013,Nigeria,Sub-Saharan Africa,11.683589999999999,11.616569,2013-1-14,NO,junior,gold,premium,527,1978.6309383539462,81469.84195981019,154.59173047402314
2013,Nigeria,Sub-Saharan Africa,12.0,8.516667,2013-1-19,NO,senior,automotive,standard,453,1982.9829578225567,74360.82041459461,164.1519214450212
2013,Nigeria,Sub-Saharan Africa,7.554016000000001,6.237608,2013-1-19,YES,lead,energy,premium,387,0.0,70581.25972956012,182.38051609705457
2013,Russia,Eastern Europe,43.575278000000004,46.831944,2013-1-21,YES,lead,semiconductors,standard,516,0.0,84281.32418149838,163.33589957654723
2013,Russia,Eastern Europe,43.200674,46.817278,2013-1-23,NO,junior,energy,standard,349,2001.633563043406,64327.304546723586,184.31892420264637
2013,Thailand,Southeast Asia,6.347289,101.763777,2013-1-30,NO,junior,energy,standard,454,2026.2264918484304,85227.80233878408,187.72643686956846
2013,Turkey,Middle East & North Africa,39.933971,32.858521,2013-2-1,NO,junior,semiconductors,used,449,2055.2619190575074,61192.67365732754,136.28657830139764
2013,Thailand,Southeast Asia,6.779457000000001,101.439593,2013-2-1,YES,lead,automotive,premium,469,0.0,83708.10270902519,178.4820953284119
2013,Nigeria,Sub-Saharan Africa,5.736241000000001,5.935499,2013-2-2,NO,junior,semiconductors,used,335,2008.692809310067,47719.77381431169,142.4470860128707
2013,Nigeria,Sub-Saharan Africa,8.455538,8.212538,2013-2-2,NO,junior,energy,used,548,2009.5567656998367,66346.28991033186,121.06987209914573
2013,Nigeria,Sub-Saharan Africa,7.461971000000001,8.520491999999999,2013-2-2,NO,junior,automotive,premium,379,2044.9727373573958,59995.761422061754,158.30016206348748
2013,Russia,Eastern Europe,42.979535,47.500908,2013-2-7,NO,lead,semiconductors,used,424,2042.9668199991188,65103.520154799065,153.5460381009412
2013,Thailand,Southeast Asia,6.563395,101.467989,2013-2-10,YES,senior,semiconductors,used,612,0.0,102599.72425898242,167.64660826631115
2013,Turkey,Middle East & North Africa,36.267624,36.566705,2013-2-11,YES,senior,semiconductors,standard,385,0.0,54680.45754676446,142.02716245912848
2013,Russia,Eastern Europe,43.25458,46.589043,2013-2-14,NO,senior,energy,used,597,1996.8245104656185,78276.52650638233,131.11645980968564
2013,Nigeria,Sub-Saharan Africa,11.833333,13.15,2013-2-15,NO,junior,semiconductors,used,449,2009.2983920693414,50761.86391261316,113.05537619735671
2013,Thailand,Southeast Asia,6.8686110000000005,101.25,2013-2-17,YES,junior,energy,used,577,0.0,80203.33319864167,139.0005774673166
2013,Nigeria,Sub-Saharan Africa,11.833333,13.15,2013-2-20,NO,lead,semiconductors,standard,529,1998.0975070261811,68626.10099147593,129.7279791899356
2013,Nigeria,Sub-Saharan Africa,11.833333,13.15,2013-2-21,YES,junior,gold,used,641,0.0,56314.22846051365,87.85371054682317
2013,Thailand,Southeast Asia,6.545413,101.37683100000001,2013-3-11,NO,junior,gold,used,551,1992.7615118893261,98728.80831487683,179.18114031738082
2013,Nigeria,Sub-Saharan Africa,12.342247,14.192576,2013-3-11,NO,junior,automotive,used,673,1971.0848207707847,87126.18017528663,129.4594059068152
2013,Nigeria,Sub-Saharan Africa,12.023287,8.536534,2013-3-18,YES,VP,energy,used,629,0.0,153241.34203174736,243.62693486764286
2013,Nigeria,Sub-Saharan Africa,9.075908,10.059607000000002,2013-3-20,YES,junior,automotive,standard,599,0.0,90551.83380545257,151.1716758020911
2013,Thailand,Southeast Asia,6.8694,101.250519,2013-3-21,NO,senior,semiconductors,used,477,2007.8723410233597,63415.31099169301,132.94614463667298
2013,India,South Asia,34.284523,74.463576,2013-3-24,YES,junior,energy,premium,565,0.0,70520.92109997431,124.81578955747666
2013,Thailand,Southeast Asia,6.384576,101.502075,2013-4-1,NO,lead,semiconductors,used,525,2025.5764204510572,93923.74827786828,178.90237767213006
2013,Thailand,Southeast Asia,6.390629,101.22971,2013-4-3,NO,junior,automotive,standard,581,2028.7461256839747,59685.61443882409,102.72911263136676
2013,Thailand,Southeast Asia,6.226111,101.206944,2013-4-5,YES,lead,semiconductors,used,529,0.0,61728.278361494005,116.68861694044236
2013,India,South Asia,12.008135000000001,75.48107900000001,2013-4-6,YES,junior,automotive,standard,454,0.0,44218.90070099716,97.39845969382634
2013,Thailand,Southeast Asia,6.804284,101.502075,2013-4-10,NO,senior,energy,used,613,1958.9530417996639,102166.77103726636,166.66683692865638
2013,Russia,Eastern Europe,42.816666999999995,47.116667,2013-4-8,NO,junior,energy,premium,433,2017.521752867205,59926.919936984166,138.39935320319668
2013,United States,North America,42.350265,-71.080976,2013-4-15,NO,VP,semiconductors,used,594,1981.1063292871913,100819.46892080293,169.7297456579174
2013,United States,North America,42.350265,-71.080976,2013-4-15,NO,junior,semiconductors,used,588,1979.96798323292,84495.40564401215,143.6996694626057
2013,Thailand,Southeast Asia,6.626158,101.470578,2013-4-16,YES,junior,automotive,standard,222,0.0,45626.683090535305,205.5255995069158
2013,United States,North America,31.816677000000002,-97.087902,2013-4-17,NO,senior,semiconductors,standard,452,1995.471893670015,79123.25712801875,175.05145382305034
2013,United States,North America,42.370888,-71.182911,2013-4-19,YES,junior,energy,used,495,0.0,66811.73321184148,134.97319840776055
2013,Nigeria,Sub-Saharan Africa,9.052727,12.057488000000001,2013-4-25,YES,lead,automotive,premium,513,0.0,81193.50589740137,158.2719413204705
2013,Russia,Eastern Europe,42.815929,47.116558000000005,2013-4-30,YES,junior,automotive,used,453,0.0,89705.85030082683,198.02615960447423
2013,Thailand,Southeast Asia,13.265533999999999,100.963746,2013-5-1,NO,junior,gold,used,421,1982.2052128332941,57210.37361451334,135.8916237874426
2013,Nigeria,Sub-Saharan Africa,9.988121000000001,13.21649,2013-5-5,YES,junior,energy,used,416,0.0,47881.273093312295,115.0992141666161
2013,Turkey,Middle East & North Africa,36.267624,36.566705,2013-5-11,NO,junior,energy,standard,396,1970.3787584665693,62960.49474291386,158.99114834069158
2013,Turkey,Middle East & North Africa,36.267624,36.566705,2013-5-11,YES,senior,energy,used,479,0.0,59246.69950842855,123.6883079507903
2013,India,South Asia,19.143321,81.576095,2013-5-12,YES,junior,energy,standard,568,0.0,76828.02641060935,135.26060987783336
2013,Nigeria,Sub-Saharan Africa,13.036389,8.317778,2013-5-16,NO,junior,energy,used,628,2004.1969257505393,83697.84114465248,133.27681710931924
2013,Nigeria,Sub-Saharan Africa,13.036389,8.317778,2013-5-16,NO,junior,automotive,standard,449,1991.0352293232959,69684.59829858178,155.1995507763514
2013,Nigeria,Sub-Saharan Africa,13.036389,8.317778,2013-5-16,NO,lead,energy,premium,340,1999.0348305699986,72195.0263774636,212.33831287489295
2013,Nigeria,Sub-Saharan Africa,13.036389,8.317778,2013-5-16,YES,junior,semiconductors,standard,533,0.0,94556.92863906937,177.40511939787876
2013,Nigeria,Sub-Saharan Africa,13.036389,8.317778,2013-5-16,YES,junior,gold,used,421,0.0,42536.92144609105,101.03781816173647
2013,Nigeria,Sub-Saharan Africa,13.036389,8.317778,2013-5-16,NO,junior,semiconductors,standard,452,2001.917883458919,61737.56067940731,136.58752362700733
2013,Russia,Eastern Europe,43.316942,45.066353,2013-5-17,NO,junior,semiconductors,used,576,2016.6315332810468,65370.61458224406,113.49065031639594
2013,Russia,Eastern Europe,42.966631,47.512629,2013-5-20,NO,junior,automotive,standard,378,2005.9853487357072,55676.123406346174,147.29133176282056
2013,Russia,Eastern Europe,42.816666999999995,47.116667,2013-5-21,NO,senior,energy,standard,503,1995.9758392034753,111197.36632383175,221.06832271139513
2013,Thailand,Southeast Asia,6.710641000000001,101.577473,2013-5-24,NO,lead,automotive,standard,698,2009.513247660096,132872.68518488927,190.36201315886714
2013,Russia,Eastern Europe,42.966631,47.512629,2013-5-25,YES,senior,energy,standard,699,0.0,109426.21708295541,156.54680555501488
2013,Thailand,Southeast Asia,6.686942999999999,101.601548,2013-5-27,NO,junior,semiconductors,premium,473,1977.7477719870114,78215.36665584584,165.36018320474807
2013,Egypt,Middle East & North Africa,31.132092999999998,33.803276000000004,2013-6-9,NO,senior,energy,used,356,2025.7295637311138,61628.49597275762,173.11375273246523
2013,India,South Asia,33.883527,74.92321,2013-6-10,NO,lead,semiconductors,used,272,1984.9418928983669,28683.613550583064,105.45446158302597
2013,India,South Asia,24.92754,86.22050300000001,2013-6-13,YES,lead,energy,premium,474,0.0,68353.4035739629,144.20549277207363
2013,Nigeria,Sub-Saharan Africa,11.74886,11.96603,2013-6-16,NO,senior,energy,used,470,2029.428113706129,71468.47643187235,152.06058815291988
2013,Thailand,Southeast Asia,6.3988949999999996,101.229,2013-6-18,NO,junior,energy,used,368,1996.7482016308572,63819.041319880496,173.42130793445787
2013,India,South Asia,20.073063,81.591589,2013-6-21,YES,junior,energy,used,554,0.0,105309.30920109207,190.08900577814453
2013,Thailand,Southeast Asia,6.811989,101.188251,2013-6-22,NO,junior,automotive,premium,316,2018.7422129673614,37710.5153627162,119.3370739326462
2013,India,South Asia,26.124155,85.36477099999999,2013-6-24,NO,junior,semiconductors,used,394,1990.2622357160349,52612.85345895729,133.53516106334337
2013,India,South Asia,25.210859,88.19238399999999,2013-6-25,NO,junior,semiconductors,premium,542,1985.6730577363342,49600.95184266597,91.51467129643169
2013,Thailand,Southeast Asia,6.621249000000001,101.4308,2013-6-26,YES,senior,semiconductors,used,489,0.0,86096.6604577517,176.0667903021507
2013,China,East Asia,42.864288,90.218627,2013-6-26,NO,senior,energy,used,488,1984.5096767737953,77348.96394242659,158.50197529185778
2013,China,East Asia,42.864290999999994,90.218627,2013-6-26,NO,senior,automotive,used,402,2016.63090595019,56006.018146796014,139.31845310148262
2013,China,East Asia,42.864290999999994,90.218627,2013-6-26,NO,junior,automotive,used,426,2009.0936990469486,34167.48111784071,80.20535473671528
2013,China,East Asia,42.864290999999994,90.218627,2013-6-26,NO,senior,semiconductors,used,532,1994.2858408972102,74989.1734216585,140.95709289785432
2013,China,East Asia,42.864290999999994,90.218627,2013-6-26,NO,junior,semiconductors,used,430,1995.1226579620588,74705.0696148887,173.73272003462486
2013,China,East Asia,42.864290999999994,90.218627,2013-6-26,NO,lead,energy,used,517,1983.5238127809587,69117.82116409011,133.69017633286288
2013,India,South Asia,34.082019,74.798011,2013-6-24,NO,VP,energy,premium,490,1993.3952201656648,88456.90228515778,180.524290377873
2013,Thailand,Southeast Asia,6.703139,100.765028,2013-6-28,NO,VP,energy,premium,556,2002.1343654440989,56533.864289428006,101.67961203134533
2013,Thailand,Southeast Asia,6.399578,101.229,2013-6-29,YES,junior,gold,premium,725,0.0,117737.606143448,162.3966981288938
2013,Egypt,Middle East & North Africa,31.132092999999998,33.803276000000004,2013-6-29,NO,junior,gold,used,663,1957.9688045497785,87604.86521281881,132.1340350117931
2013,Thailand,Southeast Asia,6.491822,101.3885,2013-7-4,YES,VP,energy,used,420,0.0,40187.73448457999,95.68508210614283
2013,Nigeria,Sub-Saharan Africa,11.686784,11.182512,2013-7-6,NO,lead,semiconductors,used,520,1999.6111814478704,64670.23800889287,124.36584232479397
2013,Egypt,Middle East & North Africa,31.229982,34.228489,2013-7-9,NO,junior,semiconductors,standard,515,2010.8054121415812,68138.19966028923,132.30718380638686
2013,Egypt,Middle East & North Africa,31.133195,33.799728,2013-7-15,NO,junior,energy,used,292,2000.9266595692216,47350.32634911636,162.15865188053547
2013,India,South Asia,24.977651,84.655808,2013-7-17,YES,junior,semiconductors,used,466,0.0,89067.83225728823,191.13268724739964
2013,India,South Asia,34.066041,74.79514499999999,2013-7-17,NO,junior,automotive,premium,340,1989.0384322749771,51537.683549310605,151.58142220385471
2013,Egypt,Middle East & North Africa,31.132092999999998,33.803276000000004,2013-7-19,NO,junior,energy,used,619,1985.7933948351772,103284.99859469634,166.85783294781316
2013,Egypt,Middle East & North Africa,31.135252,33.804717,2013-7-19,NO,junior,energy,standard,360,1953.1207795418177,58173.8616056486,161.59406001569056
2013,Egypt,Middle East & North Africa,31.133195,33.799728,2013-7-19,NO,junior,energy,used,795,1974.9028533375333,99537.00854833012,125.20378433752217
2013,Egypt,Middle East & North Africa,31.131138,33.799927000000004,2013-7-19,NO,senior,automotive,used,307,1980.7659611108636,55925.30265345946,182.1671096203891
2013,Thailand,Southeast Asia,6.128437,101.697323,2013-7-24,YES,senior,energy,used,504,0.0,97186.88533424756,192.83112169493563
2013,Nigeria,Sub-Saharan Africa,11.841142999999999,13.149891,2013-7-27,NO,junior,automotive,premium,454,1997.6982734040112,36972.54053824151,81.43731396088438
2013,Nigeria,Sub-Saharan Africa,12.0,8.516667,2013-7-29,YES,junior,energy,used,526,0.0,78004.42415301144,148.29738432131452
2013,Nigeria,Sub-Saharan Africa,12.023983,8.536398,2013-7-29,NO,senior,energy,standard,519,2009.7747017009344,94914.00746263462,182.8786270956351
2013,India,South Asia,33.602895000000004,78.656086,2013-7-29,NO,senior,semiconductors,premium,419,2040.583814633475,63682.327698134315,151.98646228671674
2013,India,South Asia,25.906267,93.72759,2013-8-7,NO,junior,energy,used,422,1996.6484450200876,69057.66738837736,163.64376158383263
2013,Egypt,Middle East & North Africa,30.592409999999997,32.258606,2013-8-18,YES,junior,energy,used,648,0.0,103278.64135220612,159.38061937068846
2013,Egypt,Middle East & North Africa,31.278844,34.238178000000005,2013-8-19,YES,junior,semiconductors,used,669,0.0,77357.73732937915,115.63189436379544
2013,Egypt,Middle East & North Africa,30.514758,30.343551,2013-8-19,NO,junior,automotive,standard,680,2040.0015763785002,83745.7299279045,123.15548518809484
2013,Nigeria,Sub-Saharan Africa,11.089722,13.688376000000002,2013-8-21,NO,senior,automotive,used,471,1944.2328287717412,85590.38138482493,181.72055495716546
2013,Egypt,Middle East & North Africa,30.596491999999998,32.271459,2013-8-22,NO,junior,semiconductors,premium,613,1981.8570540790756,78666.34034566036,128.33008212995165
2013,Thailand,Southeast Asia,6.54085,101.536173,2013-8-24,NO,lead,automotive,standard,571,2024.3567919167022,109314.04996451469,191.44316981526217
2013,India,South Asia,33.762523,75.024433,2013-8-26,NO,junior,semiconductors,used,649,1994.6921745588397,102580.37920199744,158.05913590446445
2013,India,South Asia,18.500360999999998,83.04822,2013-8-27,NO,junior,semiconductors,standard,340,2015.6385259901065,45524.057519481314,133.89428682200386
2013,Egypt,Middle East & North Africa,31.132092999999998,33.803276000000004,2013-9-4,NO,lead,energy,premium,562,1989.8100268985133,72466.16342592283,128.94335129167763
2013,Egypt,Middle East & North Africa,30.044420000000002,31.235712,2013-9-5,NO,junior,semiconductors,standard,484,2020.6777636318416,74849.88871535737,154.64853040363093
2013,India,South Asia,33.709414,74.840204,2013-9-7,YES,junior,energy,standard,549,0.0,92949.472118009,169.30687088890528
2013,Russia,Eastern Europe,42.069167,48.295833,2013-9-7,NO,VP,automotive,standard,681,2011.3835745807721,108397.76943375278,159.1744044548499
2013,Thailand,Southeast Asia,6.541138,101.280396,2013-9-10,NO,lead,energy,standard,328,1990.5845746281902,57782.237140002835,176.165357134155
2013,Egypt,Middle East & North Africa,31.280751000000002,34.236805,2013-9-11,NO,junior,semiconductors,premium,432,1988.7826490834475,74285.10163937905,171.95625379485892
2013,Egypt,Middle East & North Africa,31.280751000000002,34.236805,2013-9-11,NO,junior,automotive,used,373,1991.351239469017,51914.14260162037,139.18000697485354
2013,Nigeria,Sub-Saharan Africa,8.73333,12.06667,2013-9-11,NO,senior,energy,used,599,1992.3774683957183,96763.39034369783,161.5415531614321
2013,Thailand,Southeast Asia,6.692995,101.309282,2013-9-12,NO,VP,semiconductors,premium,335,2013.6357105650352,54727.2396822023,163.3648945737382
2013,Thailand,Southeast Asia,6.711873,101.178725,2013-9-14,NO,senior,semiconductors,standard,232,2028.0742693945783,32241.02536954113,138.9699369376773
2013,Thailand,Southeast Asia,6.712523,101.17925600000001,2013-9-14,NO,lead,energy,premium,393,1985.8421003608705,39270.580175621384,99.92514039598316
2013,Egypt,Middle East & North Africa,29.233803,33.949759,2013-9-16,NO,senior,automotive,premium,551,1998.6339465003014,90672.1845882578,164.55931867197424
2013,India,South Asia,24.795728,84.999721,2013-9-16,YES,junior,semiconductors,used,464,0.0,91684.00679873081,197.594842238644
2013,Russia,Eastern Europe,43.314625,45.155683,2013-9-16,YES,lead,energy,used,500,0.0,65731.59267949026,131.46318535898052
2013,Egypt,Middle East & North Africa,30.733482000000002,31.967124,2013-9-17,NO,junior,semiconductors,standard,383,1992.6247992193419,45692.91763849328,119.3026570195647
2013,India,South Asia,24.925516000000002,86.220846,2013-9-20,YES,junior,automotive,premium,639,0.0,80942.01870357901,126.66982582719722
2013,Russia,Eastern Europe,41.953804,47.949473,2013-9-23,YES,senior,energy,standard,540,0.0,103868.37985513626,192.34885158358566
2013,Egypt,Middle East & North Africa,30.596491999999998,32.271459,2013-9-24,NO,lead,automotive,standard,440,1991.9395358339837,52605.72039011703,119.55845543208416
2013,India,South Asia,32.371697999999995,75.522909,2013-9-26,YES,senior,automotive,standard,548,0.0,77865.18627337812,142.08975597331772
2013,India,South Asia,26.312427000000003,92.53738299999999,2013-9-26,NO,senior,energy,standard,434,2001.1766152045616,62082.547225677896,143.0473438379675
2013,Thailand,Southeast Asia,6.353953,101.513234,2013-9-27,NO,lead,gold,standard,431,1991.3116136363649,67046.91932924827,155.5612977476758
2013,Thailand,Southeast Asia,6.353923,101.513234,2013-9-27,NO,lead,energy,premium,440,1947.8106432640773,56393.667706291104,128.16742660520705
2013,Nigeria,Sub-Saharan Africa,11.501058,11.93338,2013-9-29,NO,junior,automotive,used,403,1987.5176778143766,80665.89375454011,200.16350807578192
2013,Thailand,Southeast Asia,6.380375,101.22529200000001,2013-10-2,NO,lead,energy,used,566,1984.7128389198442,95588.70909635327,168.88464504656054
2013,Egypt,Middle East & North Africa,30.596353000000004,32.271324,2013-10-4,NO,junior,energy,used,509,2003.522953406663,125331.4187919163,246.2306852493444
2013,Egypt,Middle East & North Africa,30.618391,32.286753000000004,2013-10-7,NO,junior,energy,used,430,1989.4504334750743,67869.86621976503,157.83689818550005
2013,Egypt,Middle East & North Africa,28.245117999999998,33.622913,2013-10-7,YES,junior,automotive,standard,531,0.0,55959.07022487163,105.38431304118951
2013,Egypt,Middle East & North Africa,31.265289000000003,32.301866,2013-10-7,NO,lead,energy,used,516,2063.960782346796,60342.22240740053,116.94229148721033
2013,Thailand,Southeast Asia,6.240530000000001,101.820943,2013-10-9,NO,junior,semiconductors,used,413,2037.3994940870227,55514.515737121306,134.41771364920413
2013,Thailand,Southeast Asia,6.717567999999999,101.594185,2013-10-9,YES,junior,energy,premium,584,0.0,93430.09258447829,159.98303524739433
2013,Russia,Eastern Europe,48.7,44.516667,2013-10-21,NO,lead,semiconductors,used,597,1989.0167140649348,93064.45196084408,155.88685420576897
2013,Egypt,Middle East & North Africa,31.279906,34.235186,2013-10-22,NO,senior,energy,standard,447,1991.9964786661035,69266.82606561562,154.95934242867028
2013,Nigeria,Sub-Saharan Africa,11.483830000000001,12.3138,2013-10-22,NO,VP,semiconductors,used,489,2020.6529385658464,51251.352276779864,104.808491363558
2013,India,South Asia,25.611838,85.145519,2013-10-27,NO,junior,energy,used,560,1994.0899165477092,69243.5721285775,123.6492359438884
2013,India,South Asia,25.611838,85.145519,2013-10-27,YES,VP,energy,used,565,0.0,83901.13273199383,148.49758005662625
2013,India,South Asia,25.611838,85.145519,2013-10-27,NO,senior,energy,premium,351,1986.4278701688224,54792.975377998155,156.1053429572597
2013,India,South Asia,25.611838,85.145519,2013-10-27,YES,senior,semiconductors,standard,404,0.0,57939.28461119774,143.4140708197964
2013,India,South Asia,25.611838,85.145519,2013-10-27,YES,junior,automotive,used,428,0.0,46327.72885936591,108.2423571480512
2013,Thailand,Southeast Asia,6.541704,101.646609,2013-10-28,NO,senior,energy,premium,320,1985.580782107693,55481.67029602133,173.38021967506666
2013,China,East Asia,39.903948,116.391805,2013-10-28,NO,lead,semiconductors,standard,707,2014.2932024310553,71758.91345210116,101.49775594356599
2013,Russia,Eastern Europe,42.969374,47.500628999999996,2013-10-30,NO,senior,semiconductors,standard,382,1994.398865125332,70977.80876293646,185.80578210192792
2013,Russia,Eastern Europe,42.969374,47.500628999999996,2013-10-30,NO,VP,automotive,used,499,2000.9590100231976,74251.5289252549,148.8006591688475
2013,Nigeria,Sub-Saharan Africa,11.518889,13.684167,2013-10-31,NO,senior,energy,standard,540,2004.636335516956,49732.472952160424,92.09717213363041
2013,India,South Asia,22.565391,86.489362,2013-11-2,NO,VP,semiconductors,used,567,1961.4394193350179,85221.99322540771,150.3033390218831
2013,Thailand,Southeast Asia,6.254148000000001,101.729605,2013-11-6,NO,junior,semiconductors,used,407,1982.4819851368768,44379.89186677526,109.04150335817016
2013,India,South Asia,24.450089000000002,94.026125,2013-11-6,NO,senior,semiconductors,premium,492,1986.5145009391767,91372.41549019,185.71629164672765
2013,China,East Asia,37.87059,112.548879,2013-11-6,YES,junior,automotive,premium,446,0.0,30963.505580724184,69.42490040521118
2013,Russia,Eastern Europe,42.966631,47.512629,2013-11-8,NO,senior,semiconductors,used,492,2014.3055656822598,100339.18598448977,203.94143492782473
